,BillingLatitude,BillingLongitude,BillingPostalCode,Consortium_Sales_Total,TA_Sales_Total,ExternalName
8340,43.95,-89.81,53910,40044887,3524859,Olivia
8341,28.63,-81.43,32810,16067976,1139461,Madison
8342,28.63,-81.43,32810,6069287,2339377,Madison
8343,28.59,-81.24,32817,49172149,2237976,Madison
8344,28.59,-81.24,32817,27778352,1585185,Madison
8345,28.45,-81.47,32819,15906411,1843801,Madison
8346,28.45,-81.47,32819,51754094,1851291,Madison
8347,28.45,-81.47,32819,38719861,991999,Madison
8348,28.45,-81.47,32819,23265288,3033084,Madison
8349,28.45,-81.47,32819,40087166,411118,Madison
8350,28.45,-81.47,32819,35234143,2791133,Madison
8351,28.45,-81.47,32819,18056933,880568,Madison
8352,28.45,-81.47,32819,48140092,801387,Madison
8353,28.45,-81.47,32819,34207228,1453398,Madison
8354,28.45,-81.47,32819,22718883,156706,Madison
8355,28.45,-81.47,32819,29902882,445248,Madison
8356,28.45,-81.47,32819,4739189,1175836,Madison
8357,28.45,-81.47,32819,8552735,1020139,Madison
8358,28.45,-81.47,32819,34468188,1223482,Madison
8359,28.38,-81.48,32821,11174242,545176,Madison
8360,28.49,-81.29,32822,48075505,653801,Madison
8361,28.38,-81.33,32824,26280208,1450558,Madison
8362,28.53,-81.17,32828,9374591,3310416,Madison
8363,28.53,-81.17,32828,9176377,2202857,Madison
8364,28.52,-81.48,32835,51135367,1490542,Madison
8365,28.52,-81.48,32835,14105869,2150168,Madison
8366,28.52,-81.48,32835,33404742,2600829,Madison
8367,28.38,-81.43,32837,15186857,413332,Madison
8368,28.38,-81.43,32837,12589443,718795,Madison
8369,28.38,-81.43,32837,22230877,444575,Madison
8370,43.8,-90.08,53948,21200118,128843,Olivia
8371,43.8,-90.08,53948,4243844,331863,Olivia
8372,43.8,-90.08,53948,15896578,704193,Olivia
8373,45.31,-92.69,54020,32288326,-24996,Rachel
8374,44.87,-88.14,54154,1417207,2062715,Olivia
8375,44.54,-88.05,54303,10589691,3004777,Olivia
8376,44.54,-88.05,54303,22108239,2612990,Olivia
8377,44.54,-88.05,54303,11282294,1611554,Olivia
8378,44.54,-88.05,54303,47345828,1375832,Olivia
8379,28.49,-81.41,32839,37298958,728302,Madison
8380,28.49,-81.41,32839,36878847,70293,Madison
8381,28.08,-80.60000000000001,32901,3686350,1993694,Madison
8382,28.08,-80.60000000000001,32901,9014803,484427,Madison
8383,28.08,-80.60000000000001,32901,37465623,1184593,Madison
8384,28.08,-80.60000000000001,32901,50822573,835976,Madison
8385,28.08,-80.60000000000001,32901,17350301,982899,Madison
8386,44.49,-88.07000000000001,54304,9393810,3381588,Olivia
8387,44.50844,-88.08459,54304,23979858,1946904,Melissa
8388,44.49,-88.07000000000001,54304,18405493,1286844,Olivia
8389,44.49,-88.07000000000001,54304,51480137,26971,Olivia
8390,44.49,-88.07000000000001,54304,4058903,2364282,Olivia
8391,28.03,-80.60000000000001,32905,19484328,1392326,Madison
8392,28.33,-80.62,32931,30551416,374579,Madison
8393,28.21,-80.80000000000001,32940,35355153,2371514,Madison
8394,28.21,-80.80000000000001,32940,31496753,1809719,Madison
8395,28.21,-80.80000000000001,32940,42236509,2484311,Madison
8396,28.21,-80.80000000000001,32940,14367612,3522398,Madison
8397,28.21,-80.80000000000001,32940,15250386,309509,Madison
8398,28.21,-80.80000000000001,32940,6030147,3165986,Madison
8399,28.21,-80.80000000000001,32940,20695580,1985369,Madison
8400,28.21,-80.80000000000001,32940,33045078,2135741,Madison
8401,28.21,-80.80000000000001,32940,9444014,711199,Madison
8402,28.21,-80.80000000000001,32940,20271344,2413482,Madison
8403,28.21,-80.80000000000001,32940,18155104,611522,Madison
8404,28.21,-80.80000000000001,32940,29463928,216418,Madison
8405,28.21,-80.80000000000001,32940,31224568,1275102,Madison
8406,28.21,-80.80000000000001,32940,26889022,1983384,Madison
8407,28.32,-80.68,32952,20025330,636500,Madison
8408,28.32,-80.68,32952,28868958,3392541,Madison
8409,44.48,-87.89,54311,32995279,525669,Olivia
8410,44.48,-87.89,54311,9337299,920748,Olivia
8411,44.48,-87.89,54311,11520713,1213042,Olivia
8412,44.48,-87.89,54311,34970289,3240437,Olivia
8413,44.96,-89.64,54401,46834246,768238,Olivia
8414,44.96,-89.64,54401,4568786,3335137,Olivia
8415,44.96,-89.64,54401,18995060,201663,Olivia
8416,44.96,-89.64,54401,24061494,476828,Olivia
8417,44.96,-89.64,54401,2087243,143794,Olivia
8418,44.96,-89.64,54401,42032579,2510082,Olivia
8419,44.96,-89.64,54401,20724646,1769274,Olivia
8420,44.96,-89.64,54401,34335151,906695,Olivia
8421,44.96,-89.64,54401,12497337,2803952,Olivia
8422,44.96,-89.64,54401,25132443,2252941,Olivia
8423,44.96,-89.64,54401,36205847,3293021,Olivia
8424,44.96,-89.64,54401,30184538,545193,Olivia
8425,28.44,-80.7,32953,15068086,813751,Madison
8426,28.44,-80.7,32953,52525011,2455417,Madison
8427,28.44,-80.7,32953,14076391,1898548,Madison
8428,25.9,-80.30000000000001,33014,50280219,3406590,Samantha
8429,25.9,-80.30000000000001,33014,33103542,145587,Samantha
8430,44.59,-89.76,54443,19939090,2677552,Olivia
8431,25.9,-80.33,33016,24245825,2100097,Samantha
8432,25.9,-80.33,33016,4509639,1975700,Samantha
8433,26.02,-80.19,33021,10946864,968579,Samantha
8434,26.02,-80.19,33021,50513065,978468,Samantha
8435,26.01052,-80.20183,33021,16364866,2795911,Samantha
8436,26.02,-80.19,33021,52253574,3338759,Samantha
8437,26.02,-80.19,33021,34783584,261238,Samantha
8438,26.02,-80.19,33021,24861926,1637771,Samantha
8439,26.02,-80.34,33028,4814646,791506,Samantha
8440,26.02738,-80.34838,33028,30117014,808917,Samantha
8441,44.66,-90.17,54449,32172750,183610,Rachel
8442,44.66,-90.17,54449,37471841,960940,Rachel
8443,44.66,-90.17,54449,12010168,1302595,Rachel
8444,45.92,-89.25,54521,959698,2961777,Olivia
8445,43.82,-91.23,54601,19987685,3496429,Rachel
8446,43.82,-91.23,54601,45289829,690547,Rachel
8447,43.82,-91.23,54601,11430933,2892392,Rachel
8448,43.82,-91.23,54601,3129400,2692645,Rachel
8449,43.82,-91.23,54601,985096,167477,Rachel
8450,25.52903,-80.51802,33031,36647724,490649,Samantha
8451,26.27,-80.26,33065,45563606,1580743,Samantha
8452,26.27,-80.26,33065,50083890,2505842,Samantha
8453,26.26741,-80.26196,33065,1859315,3376205,Samantha
8454,26.27,-80.26,33065,33540275,3509574,Samantha
8455,26.27,-80.26,33065,45326026,2279777,Samantha
8456,26.27,-80.26,33065,37518930,515984,Samantha
8457,26.27,-80.26,33065,41360870,1331751,Samantha
8458,26.27,-80.26,33065,4271131,36616,Samantha
8459,26.27,-80.26,33065,45680964,387153,Samantha
8460,26.27,-80.26,33065,9490762,2205490,Samantha
8461,26.27,-80.26,33065,8329370,1634808,Samantha
8462,26.27,-80.26,33065,17384178,2012136,Samantha
8463,26.29667,-80.2497,33067,39540500,122372,Samantha
8464,26.31,-80.23,33067,46274103,2233594,Samantha
8465,26.31,-80.23,33067,26963492,955407,Samantha
8466,26.29838,-80.24713,33067,1351854,1896339,Samantha
8467,26.31,-80.23,33067,39323269,102290,Samantha
8468,26.31,-80.23,33067,52414334,1999568,Samantha
8469,26.31,-80.23,33067,3481884,3379528,Samantha
8470,43.79,-90.36,54638,35044359,362218,Rachel
8471,43.88,-91.21,54650,43990897,1783229,Rachel
8472,43.88,-91.21,54650,48566892,994064,Rachel
8473,43.88,-91.21,54650,21358759,3384708,Rachel
8474,43.88,-91.21,54650,49416926,1194558,Rachel
8475,43.88,-91.21,54650,40209071,1433311,Rachel
8476,46.57,-90.87,54806,10489070,2886597,Rachel
8477,46.57,-90.87,54806,3400226,3367433,Rachel
8478,26.32,-80.28,33076,12609061,761431,Samantha
8479,26.32,-80.28,33076,25341542,3171903,Samantha
8480,46.01,-91.48,54843,28580684,1256240,Rachel
8481,45.49,-91.73,54868,45512761,284373,Rachel
8482,45.49,-91.73,54868,18911410,1655840,Rachel
8483,45.49,-91.73,54868,41572999,2690735,Rachel
8484,45.49,-91.73,54868,16374634,827035,Rachel
8485,25.7722,-80.18792,33131,12557671,895378,Samantha
8486,25.77,-80.18,33131,44517118,2365216,Samantha
8487,25.77,-80.18,33131,43147388,1047094,Samantha
8488,25.77,-80.18,33131,30592150,1940365,Samantha
8489,25.77,-80.18,33131,28301077,770404,Samantha
8490,25.77,-80.18,33131,7005092,592832,Samantha
8491,25.77,-80.18,33131,16022503,2814094,Samantha
8492,25.77,-80.18,33131,25439745,3038266,Samantha
8493,25.77,-80.18,33131,23174811,2778903,Samantha
8494,25.77,-80.18,33131,12041271,1073432,Samantha
8495,25.77,-80.18,33131,19653548,540328,Samantha
8496,25.77,-80.18,33131,3780876,259252,Samantha
8497,25.77,-80.18,33131,44204239,1778700,Samantha
8498,25.70884,-80.28206,33146,49946189,1044937,Samantha
8499,25.73246,-80.31664,33155,47973393,3303440,Samantha
8500,25.72483,-80.31476,33155,34914917,2656521,Samantha
8501,25.67,-80.30000000000001,33156,44719562,1135462,Samantha
8502,25.67,-80.30000000000001,33156,20761823,2776483,Samantha
8503,25.67,-80.30000000000001,33156,37344238,3500607,Samantha
8504,25.67,-80.30000000000001,33156,33013964,3163721,Samantha
8505,25.67,-80.30000000000001,33156,6725200,869570,Samantha
8506,25.67,-80.30000000000001,33156,41314139,1876486,Samantha
8507,25.67,-80.30000000000001,33156,50316587,3399343,Samantha
8508,25.67,-80.30000000000001,33156,31720869,3435712,Samantha
8509,25.67,-80.30000000000001,33156,49212622,1083398,Samantha
8510,25.67,-80.30000000000001,33156,2213945,867511,Samantha
8511,25.67,-80.30000000000001,33156,11049520,3460467,Samantha
8512,44.01,-88.55,54902,45332018,1432233,Olivia
8513,44.01,-88.55,54902,819317,1891152,Olivia
8514,44.01,-88.55,54902,15324750,880013,Olivia
8515,44.01417,-88.58124,54902,28671905,1973370,Rachel
8516,44.02,-88.62,54904,43368881,1224812,Olivia
8517,44.02,-88.62,54904,26454246,1036460,Olivia
8518,43.98711,-88.58887,54904,18821232,726881,Rachel
8519,43.77,-88.44,54935,6244123,760794,Olivia
8520,43.77,-88.44,54935,24770261,813338,Olivia
8521,43.77,-88.44,54935,48853726,1563000,Olivia
8522,25.61,-80.34,33157,36178044,3169790,Samantha
8523,25.62483,-80.3419,33157,36757983,2583604,Samantha
8524,25.9296387,-80.1248028,33160,48251478,1851451,Samantha
8525,25.93,-80.14,33160,37315179,568313,Samantha
8526,25.94428,-80.14692,33160,23835185,3345301,Samantha
8527,25.93,-80.18,33162,23020208,336954,Samantha
8528,25.82,-80.30000000000001,33166,44886260,3122196,Samantha
8529,25.82,-80.30000000000001,33166,49546185,1668040,Samantha
8530,25.96,-80.18,33179,15950479,2275856,Samantha
8531,25.96,-80.18,33179,50776249,3388200,Samantha
8532,25.96,-80.18,33179,15038104,2385456,Samantha
8533,43.79,-88.39,54937,2235986,2763179,Olivia
8534,44.16,-88.47,54956,20994764,2460078,Olivia
8535,44.16,-88.47,54956,11902214,801276,Olivia
8536,44.16,-88.47,54956,33764712,2486776,Olivia
8537,44.16,-88.47,54956,24010713,3374364,Olivia
8538,44.16,-88.47,54956,14202099,2830829,Olivia
8539,44.16,-88.47,54956,26861200,2100657,Olivia
8540,43.84,-88.84,54971,25760579,1730190,Olivia
8541,43.84,-88.84,54971,16525763,2261528,Olivia
8542,44.11718,-88.70324,54986,34817679,809991,Melissa
8543,25.700000000000003,-80.47,33193,24989393,195971,Samantha
8544,25.67711,-80.44001,33196,11154733,1819149,Samantha
8545,26.19,-80.10000000000001,33308,5954618,3520557,Samantha
8546,26.19,-80.10000000000001,33308,24788154,2080349,Samantha
8547,26.22806,-80.25218,33321,9092428,2737268,Samantha
8548,26.15,-80.32000000000001,33323,47059491,2660456,Samantha
8549,26.11,-80.39,33326,48408283,1656038,Samantha
8550,26.11,-80.39,33326,46000158,2474868,Samantha
8551,26.11,-80.39,33326,21224281,2452559,Samantha
8552,26.11,-80.39,33326,37213909,3210968,Samantha
8553,26.11,-80.39,33326,8570503,3435603,Samantha
8554,26.11,-80.39,33326,23963241,3244774,Samantha
8555,26.11,-80.39,33326,35754361,3079144,Samantha
8556,26.11,-80.39,33326,36551433,728636,Samantha
8557,26.11,-80.39,33326,35316956,1036411,Samantha
8558,26.11,-80.39,33326,38309907,771564,Samantha
8559,44.42,-93.25,55019,9473124,1591053,Rachel
8560,44.73,-92.85,55033,33477873,812356,Rachel
8561,44.73,-92.85,55033,44559287,484814,Rachel
8562,44.73,-92.85,55033,19134985,2417837,Rachel
8563,44.73,-92.85,55033,25589911,2308154,Rachel
8564,44.73,-92.85,55033,17384149,708260,Rachel
8565,44.99,-92.9,55042,9327031,666167,Rachel
8566,44.99,-92.9,55042,35522273,1164153,Rachel
8567,44.99,-92.9,55042,21038046,2469558,Rachel
8568,44.99,-92.9,55042,905923,3241942,Rachel
8569,44.99,-92.9,55042,48249640,416622,Rachel
8570,44.08,-93.22,55060,29391806,2276800,Rachel
8571,44.08,-93.22,55060,9685074,801460,Rachel
8572,44.08,-93.22,55060,39294234,357896,Rachel
8573,44.08,-93.22,55060,51167395,3235679,Rachel
8574,45.09,-93.01,55110,17710768,13228,Rachel
8575,45.09,-93.01,55110,24927327,574913,Rachel
8576,45.08041,-93.04853,55110,39343163,97087,Melissa
8577,45.09,-93.01,55110,52513453,780844,Rachel
8578,44.89,-93.1,55118,7132452,2799948,Rachel
8579,44.87,-93.15,55120,17907443,1872762,Rachel
8580,44.87,-93.15,55120,43508455,1955746,Rachel
8581,44.83136,-93.17111,55122,37579864,2206710,Melissa
8582,44.81,-93.2,55122,41678908,1118773,Rachel
8583,26.11,-80.42,33327,25608003,2408382,Samantha
8584,26.06,-80.37,33331,31366085,3460606,Samantha
8585,26.06,-80.37,33331,23593411,2221343,Samantha
8586,26.06,-80.37,33331,25828762,951846,Samantha
8587,26.06,-80.37,33331,32414988,-25393,Samantha
8588,44.74,-93.19,55124,25061758,488798,Rachel
8589,44.74,-93.19,55124,30397526,2237580,Rachel
8590,45.21,-93.39,55303,12860459,1764975,Rachel
8591,45.19817,-93.38976,55303,45056162,670409,Rachel
8592,26.71652,-80.09109,33409,47244085,2887875,Samantha
8593,26.72,-80.10000000000001,33409,1697076,3470189,Madison
8594,26.72,-80.10000000000001,33409,39046114,1592635,Madison
8595,45.25,-93.33,55304,50410099,864715,Rachel
8596,45.25,-93.33,55304,39190386,3171247,Rachel
8597,44.73,-93.29,55306,39736090,15008,Rachel
8598,44.73,-93.29,55306,43471704,1990711,Rachel
8599,44.73,-93.29,55306,46702035,988073,Rachel
8600,44.85,-93.55,55317,5019525,352087,Rachel
8601,44.77057,-93.28434,55337,12316702,3009655,Melissa
8602,44.76,-93.27,55337,8374143,2485640,Rachel
8603,44.76,-93.27,55337,25974570,369347,Rachel
8604,44.76,-93.27,55337,42441953,2347089,Rachel
8605,26.85,-80.09,33410,43981654,153090,Madison
8606,26.85,-80.09,33410,4150319,1880129,Madison
8607,26.85,-80.09,33410,12727558,1718268,Madison
8608,26.84533,-80.09319,33410,5186087,149375,Samantha
8609,26.85,-80.09,33410,45677555,70370,Madison
8610,26.85,-80.09,33410,46757277,888621,Madison
8611,26.85,-80.09,33410,7459880,-5225,Madison
8612,26.85,-80.09,33410,3329577,1706655,Madison
8613,26.85,-80.09,33410,23299093,2263399,Madison
8614,26.82655,-80.08956,33410,31738420,3444697,Samantha
8615,26.85,-80.09,33410,51847357,2769902,Madison
8616,26.85,-80.09,33410,24054371,2807984,Madison
8617,26.85,-80.09,33410,30498524,238207,Madison
8618,26.85,-80.09,33410,4453381,723895,Madison
8619,26.85,-80.09,33410,6207885,1876325,Madison
8620,26.72,-80.19,33411,24230514,1157074,Madison
8621,26.72,-80.19,33411,52492841,598479,Madison
8622,26.72,-80.19,33411,22153587,585661,Madison
8623,26.72,-80.19,33411,8768148,323871,Madison
8624,26.72,-80.19,33411,18151390,2335881,Madison
8625,26.35,-80.21000000000001,33428,11655635,3229937,Samantha
8626,26.37,-80.10000000000001,33431,50736576,2052713,Samantha
8627,26.37,-80.10000000000001,33431,20738096,692199,Samantha
8628,26.37,-80.10000000000001,33431,49779911,960439,Samantha
8629,26.37,-80.10000000000001,33431,11051929,2471032,Samantha
8630,26.37,-80.10000000000001,33431,2868574,641542,Samantha
8631,26.36566,-80.12249,33431,52427182,2310778,Samantha
8632,26.37,-80.10000000000001,33431,14646833,2078974,Samantha
8633,26.37,-80.10000000000001,33431,34460911,1078059,Samantha
8634,26.37,-80.10000000000001,33431,49277017,-23861,Samantha
8635,26.37,-80.10000000000001,33431,24366744,1970548,Samantha
8636,26.37,-80.10000000000001,33431,9626949,2710970,Samantha
8637,26.37,-80.10000000000001,33431,49048757,1161999,Samantha
8638,26.39086,-80.08059,33431,19167024,1687733,Samantha
8639,26.37,-80.10000000000001,33431,18154320,1546827,Samantha
8640,26.37,-80.10000000000001,33431,42229189,926254,Samantha
8641,26.36894,-80.12629,33431,2345344,2888562,Samantha
8642,26.37,-80.10000000000001,33431,50098311,3419820,Samantha
8643,26.37,-80.10000000000001,33431,15790855,1731938,Samantha
8644,26.37555,-80.0864,33431,21804017,2619135,Samantha
8645,26.37,-80.10000000000001,33431,29835747,677857,Samantha
8646,26.37,-80.10000000000001,33431,30132828,3356143,Samantha
8647,26.37,-80.10000000000001,33431,27641916,2577281,Samantha
8648,26.37,-80.10000000000001,33431,46367824,1700183,Samantha
8649,44.9251,-93.44809,55343,20618955,99729,Melissa
8650,44.92,-93.4,55343,9459930,800912,Rachel
8651,44.92,-93.4,55343,21756409,736443,Rachel
8652,44.86,-93.43,55344,20786315,505294,Rachel
8653,44.86,-93.43,55344,49280854,1816035,Rachel
8654,44.86,-93.43,55344,28782950,2999639,Rachel
8655,44.85761,-93.42708,55344,26001838,1896972,Rachel
8656,44.86743,-93.41548,55344,15314061,1210319,Melissa
8657,44.86,-93.43,55344,3626003,1488957,Rachel
8658,44.86,-93.43,55344,823094,1427539,Rachel
8659,44.86,-93.43,55344,31040585,1198204,Rachel
8660,44.93,-93.46,55345,51945916,1019550,Rachel
8661,44.91152,-93.50523,55345,474262,3190228,Melissa
8662,44.93,-93.46,55345,50407566,592145,Rachel
8663,44.93,-93.46,55345,22762698,1035350,Rachel
8664,44.93,-93.46,55345,41121754,1718365,Rachel
8665,44.93,-93.46,55345,22658035,1999349,Rachel
8666,26.34,-80.08,33432,19452655,1896602,Samantha
8667,26.34,-80.08,33432,50888701,144326,Samantha
8668,26.34,-80.08,33432,2742624,1563909,Samantha
8669,26.34,-80.08,33432,15956071,1299809,Samantha
8670,26.34,-80.08,33432,49453130,3343636,Samantha
8671,26.36197,-80.08117,33432,31805250,37748,Samantha
8672,26.34,-80.08,33432,47062825,25303,Samantha
8673,26.34,-80.08,33432,6527677,665187,Samantha
8674,26.34,-80.08,33432,6638516,1012121,Samantha
8675,26.34,-80.08,33432,13039113,1021592,Samantha
8676,26.34,-80.08,33432,24343505,64742,Samantha
8677,26.3359,-80.0886,33432,18480571,2897949,Samantha
8678,26.34,-80.08,33432,10910452,823441,Samantha
8679,26.34,-80.08,33432,25015455,3347147,Samantha
8680,26.34,-80.08,33432,13426576,2724015,Samantha
8681,26.31,-80.12,33442,330438,532099,Samantha
8682,26.31,-80.12,33442,35503108,1477770,Samantha
8683,26.58,-80.22,33449,17451235,3485718,Madison
8684,26.59,-80.13,33463,15359145,2414818,Madison
8685,26.59,-80.13,33463,42932105,3072688,Madison
8686,44.84,-93.45,55347,21753153,3038060,Rachel
8687,44.84,-93.45,55347,5557509,1810122,Rachel
8688,44.86,-93.65,55386,24877731,2295455,Rachel
8689,44.86,-93.65,55386,23906593,2675479,Rachel
8690,44.97,-93.51,55391,10460701,1733346,Rachel
8691,44.97,-93.51,55391,36799971,1962604,Rachel
8692,44.97,-93.51,55391,14373237,2424554,Rachel
8693,44.97,-93.51,55391,3467501,2238025,Rachel
8694,44.97,-93.51,55391,13265195,2244397,Rachel
8695,44.97,-93.51,55391,44189070,1980451,Rachel
8696,44.97,-93.51,55391,40007319,1526313,Rachel
8697,44.97,-93.51,55391,16287508,3358270,Rachel
8698,44.97,-93.51,55391,8311977,535308,Rachel
8699,44.97,-93.51,55391,19232818,3248182,Rachel
8700,44.97,-93.51,55391,22555278,1515495,Rachel
8701,44.97,-93.51,55391,9221315,1960177,Rachel
8702,44.97,-93.51,55391,49752293,497114,Rachel
8703,26.99,-80.11,33469,27974794,2577939,Madison
8704,26.99,-80.11,33469,21780558,28199,Madison
8705,26.99,-80.11,33469,38529172,1740371,Madison
8706,26.69,-80.03,33480,6103749,3006471,Madison
8707,26.69,-80.03,33480,7058835,717979,Madison
8708,26.69,-80.03,33480,15475422,1531541,Madison
8709,26.69,-80.03,33480,29286138,2559374,Madison
8710,26.69,-80.03,33480,29484145,-9880,Madison
8711,26.41,-80.09,33487,7216609,227871,Samantha
8712,26.41,-80.09,33487,25223467,2757503,Samantha
8713,26.41,-80.09,33487,36637417,1912675,Samantha
8714,26.41,-80.09,33487,5754749,1183891,Samantha
8715,26.41,-80.09,33487,15240917,1259848,Samantha
8716,26.41,-80.09,33487,7528178,1988744,Samantha
8717,26.41,-80.09,33487,17059198,2986687,Samantha
8718,26.41,-80.09,33487,42387488,2680073,Samantha
8719,26.41,-80.16,33496,49997051,514882,Samantha
8720,26.41,-80.16,33496,5950183,2656291,Samantha
8721,26.41,-80.16,33496,29467862,2706243,Samantha
8722,27.96,-82.30000000000001,33510,51534217,3227759,Taylor
8723,27.96,-82.30000000000001,33510,19502825,2576802,Taylor
8724,44.98,-93.27,55401,-482324,1810473,Rachel
8725,28.16,-82.41,33559,17164724,693886,Taylor
8726,28.01,-82.14,33563,44689272,3331193,Taylor
8727,27.71292,-82.35356,33573,39957455,265840,Taylor
8728,27.72,-82.35000000000001,33573,42297544,2980221,Taylor
8729,27.72,-82.35000000000001,33573,22079410,1281650,Taylor
8730,27.72,-82.35000000000001,33573,44232616,3380278,Taylor
8731,44.87,-93.33,55435,28295368,1903679,Rachel
8732,44.87,-93.33,55435,33775365,1070520,Rachel
8733,44.88015,-93.33065,55435,47934752,1344606,Melissa
8734,44.87,-93.33,55435,16207282,755209,Rachel
8735,44.87,-93.33,55435,23967347,1327283,Rachel
8736,44.87,-93.33,55435,31036932,2547110,Rachel
8737,44.87,-93.33,55435,7782453,1449611,Rachel
8738,44.87,-93.33,55435,42012308,820537,Rachel
8739,44.87,-93.33,55435,1725134,373210,Rachel
8740,44.87,-93.33,55435,30626216,2137952,Rachel
8741,44.87,-93.33,55435,32905547,1317937,Rachel
8742,27.94,-82.25,33594,31294310,1940164,Taylor
8743,27.71,-82.30000000000001,33598,14803514,3377138,Taylor
8744,27.98774,-82.45559,33603,43611027,367753,Taylor
8745,27.99,-82.46000000000001,33603,14162052,3256227,Taylor
8746,27.95,-82.48,33606,33849965,1475290,Taylor
8747,27.95,-82.48,33606,7656297,2119675,Taylor
8748,27.95,-82.48,33606,49199334,2295463,Taylor
8749,27.95,-82.48,33606,29371152,1399535,Taylor
8750,27.95,-82.48,33606,19715195,3281409,Taylor
8751,27.95,-82.48,33606,2170786,3078429,Taylor
8752,27.95,-82.48,33606,280985,880776,Taylor
8753,44.82,-93.34,55437,26924246,1291587,Rachel
8754,44.82,-93.34,55437,39736118,1783833,Rachel
8755,44.82,-93.34,55437,26480633,1196433,Rachel
8756,44.82,-93.34,55437,37142424,1319939,Rachel
8757,44.82,-93.34,55437,25438398,709430,Rachel
8758,44.82,-93.34,55437,7676688,1010792,Rachel
8759,44.82,-93.34,55437,42796722,1018552,Rachel
8760,44.82,-93.34,55437,27589493,281819,Rachel
8761,44.82,-93.34,55437,22174342,2260217,Rachel
8762,44.82,-93.34,55437,19811539,1255060,Rachel
8763,27.96,-82.49,33607,31559435,791160,Taylor
8764,27.96448,-82.51098,33607,42508658,1955504,Taylor
8765,27.96,-82.49,33607,5419367,2739878,Taylor
8766,27.96,-82.49,33607,17292735,1452491,Taylor
8767,27.96308,-82.57041,33607,46955847,673630,Taylor
8768,27.96,-82.49,33607,9492663,1414951,Taylor
8769,27.95173,-82.5152,33607,37362234,2735689,Taylor
8770,27.96,-82.49,33607,41403095,1368157,Taylor
8771,27.96,-82.49,33607,41145279,1832746,Taylor
8772,27.96,-82.49,33607,2298452,512449,Taylor
8773,27.96,-82.49,33607,32096259,1358305,Taylor
8774,27.96855,-82.56901,33607,50168747,2743399,Taylor
8775,27.95595,-82.52305,33607,12286504,1899753,Taylor
8776,27.96,-82.49,33607,42801076,3377231,Taylor
8777,27.96,-82.49,33607,50106696,2860489,Taylor
8778,27.96,-82.49,33607,21595723,3147328,Taylor
8779,27.96,-82.49,33607,14249067,1375550,Taylor
8780,44.88,-93.37,55439,39680358,1884701,Rachel
8781,44.88,-93.37,55439,37757983,1687394,Rachel
8782,44.88,-93.37,55439,44549257,2940492,Rachel
8783,44.88,-93.37,55439,33650675,279354,Rachel
8784,44.88,-93.37,55439,34201894,1685644,Rachel
8785,44.88,-93.37,55439,40781948,183408,Rachel
8786,45.05,-93.43,55442,5153526,415529,Rachel
8787,45.05,-93.43,55442,11692072,1868302,Rachel
8788,45.12,-93.34,55443,36340188,3040422,Rachel
8789,45.12,-93.34,55443,4057417,1570458,Rachel
8790,46.74,-92.05,55802,11821266,2234217,Rachel
8791,46.74,-92.05,55802,20173540,1775437,Rachel
8792,46.74,-92.05,55802,21548919,2207156,Rachel
8793,46.74,-92.05,55802,46366604,2581135,Rachel
8794,46.78473,-92.10054,55802,48112832,2629998,Melissa
8795,46.74,-92.05,55802,42918327,974218,Rachel
8796,46.74,-92.05,55802,1928742,1607949,Rachel
8797,46.74,-92.05,55802,28345987,3380611,Rachel
8798,27.94,-82.52,33609,17964102,169055,Taylor
8799,27.94,-82.52,33609,41644395,2493894,Taylor
8800,27.94,-82.52,33609,40212407,3074270,Taylor
8801,27.94295,-82.53726,33609,21076361,2816599,Taylor
8802,27.94,-82.52,33609,24906256,2258819,Taylor
8803,27.94,-82.52,33609,30934992,2220598,Taylor
8804,27.94,-82.52,33609,43640584,133384,Taylor
8805,27.94,-82.52,33609,12738460,3100992,Taylor
8806,27.93736,-82.50495,33609,48233161,2626910,Taylor
8807,27.94,-82.52,33609,35330432,2338741,Taylor
8808,27.94,-82.52,33609,7883033,1923926,Taylor
8809,27.94,-82.52,33609,15973098,3370554,Taylor
8810,28.0,-82.38,33610,48563147,2999410,Taylor
8811,28.0,-82.38,33610,41653969,2624749,Taylor
8812,28.0,-82.38,33610,35524215,3125419,Taylor
8813,28.0,-82.38,33610,51336843,1357693,Taylor
8814,43.96,-92.4,55904,48018217,2336209,Rachel
8815,44.21,-92.64,55963,15850145,2910768,Rachel
8816,44.37,-92.04,55981,37381842,1640431,Rachel
8817,44.16,-93.99,56001,4600673,1842734,Rachel
8818,44.16,-93.99,56001,42585798,292435,Rachel
8819,44.16,-93.99,56001,22890673,3452067,Rachel
8820,44.16,-93.99,56001,45066577,3183384,Rachel
8821,44.16,-93.99,56001,21576391,2008513,Rachel
8822,44.16,-93.99,56001,38402220,942242,Rachel
8823,44.16,-93.99,56001,51482231,1340245,Rachel
8824,44.16,-93.99,56001,18086869,2308854,Rachel
8825,44.16,-93.99,56001,49266596,2249815,Rachel
8826,44.16179,-94.00787,56001,35688430,1128756,Melissa
8827,27.89,-82.51,33611,13944291,3398690,Taylor
8828,28.08,-82.53,33624,20393910,2780748,Taylor
8829,28.07,-82.62,33626,40883798,889388,Taylor
8830,28.07,-82.62,33626,35364536,169945,Taylor
8831,27.92,-82.51,33629,45234539,1263016,Taylor
8832,27.92,-82.51,33629,37501552,1514298,Taylor
